,postid,Name,ExtractName,Address,Year,GPA400,GPA375,GPA350,GPA325,GPA300,GPA250,GPA200,GPA100,GPA000
462,21224,United States Air Force Academy,United States Air Force Academy,"2304 Cadet Drive USAF Academy, CO 80840",2020-2021,24.4,60.5,8.7,5.5,6,3,0,0,0
463,21224,United States Air Force Academy,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
464,21224,United States Air Force Academy,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
465,21224,United States Air Force Academy,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
466,21224,United States Air Force Academy,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
467,21232,United States Naval Academy,United States Naval Academy,"Annapolis, MD",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
468,21232,United States Naval Academy,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
469,21232,United States Naval Academy,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
470,21232,United States Naval Academy,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
471,21233,Wesleyan University,Wesleyan University,"45 Wyllys Avenue, Middletown, CT 06459",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
472,21233,Wesleyan University,Wesleyan University,"70 Wyllys Avenue, Middletown, CT 06459",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
473,21234,Bates College,Bates College,"2 Andrews Road, Lewiston, Maine, 04240, United States",2023-2024,7%,0%,0%,0%,0%,0%,0%,0%,0%
474,21234,Bates College,Bates College,"2 Andrews Road, Lewiston, Maine 04240",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
475,21234,Bates College,Bates College,"2 Andrews Road, Lewiston, Maine 04240",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
476,21234,Bates College,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
477,21234,Bates College,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,27.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
478,21235,Colorado College,Colorado College,"14 E. Cache La Poudre St., Colorado Springs, Colorado, 80903, USA",2023-2024,14,36,23,21,6,,,,
479,21235,Colorado College,Colorado College,"14 E. Cache La Poudre St. Colorado Springs, CO 80903",2022-2023,44.00%,32.00%,15.00%,7.00%,1.00%,1.00%,0.00%,0.00%,0.00%
480,21235,Colorado College,University of Colorado Boulder,"552 UCB, Boulder, CO 80309-0552",2023-2024,41%,1%,19%,11%,59%,3%,0%,0%,0%
481,21235,Colorado College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
482,21236,University of Richmond,University of Richmond,"410 Westhampton Way, University of Richmond, VA 23173",2021-2022,14.6%,35.4%,31.2%,15.2%,2.7%,0.9%,0.0%,0.0%,0.0%
483,21236,University of Richmond,Unknown University,Unknown Address,2023-2024,24.6%,42.4%,24.3%,5.3%,2.0%,1.3%,0.1%,0.0%,0.0%
484,21236,University of Richmond,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
485,21237,Barnard College,Barnard College,"3009 Broadway, New York, New York, 10027, USA",2022-2023,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
486,21237,Barnard College,Barnard College,"New York, NY, USA",2021-2022,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
487,21237,Barnard College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
488,21237,Barnard College,Barnard College,"3009 Broadway, New York, NY 10027, USA",2020-2021,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported
489,21238,Kenyon College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
490,21238,Kenyon College,University of Alaska Fairbanks,"1731 South Chandalar Drive, Fairbanks, Alaska, 99775, USA",2022-2023,0.00,0.00,0.00,16.03,8.58,17.16,4.74,1.80,0.00
491,21291,Bucknell University,Bucknell University,"1 Dent Drive, Lewisburg, Pennsylvania, 17837, United States",2023-2024,8.45%,34.95%,29.61%,17.57%,7.86%,1.50%,0.10%,0.00%,0.00%
492,21291,Bucknell University,Bucknell University,"Lewisburg, PA 17837",2022-2023,10.06%,0%,0%,0%,8.70%,3.38%,0%,0%,0%
493,21291,Bucknell University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.20,16.70,20.00,15.30,16.00,22.20,7.60,0.00,0.00
494,21291,Bucknell University,Bucknell University,"1 Dent Drive, Lewisburg, PA 17837",2021-2022,27%,27%,19%,15%,9%,4%,0%,0%,0%
495,21292,College of the Holy Cross,College of the Holy Cross,"1 College St., Worcester, Massachusetts, 01610-2395, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
496,21292,College of the Holy Cross,College of the Holy Cross,"1 College Street, Worcester, MA 01610-2395",2022-2023,0.00%,,,,,,,,
497,21292,College of the Holy Cross,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
498,21293,Pitzer College,Pitzer College,"1050 N. Mills Ave, Claremont, CA 91711",2022-2023,46.48%,30.63%,15.49%,6.34%,1.06%,0.00%,0.00%,0.00%,0.00%
499,21293,Pitzer College,Pitzer College,"1050 N. Mills Avenue, Claremont, California, 91711, United States",2023-2024,45.5%,33.7%,17.5%,2.0%,0.4%,0.8%,0.0%,0.0%,0.0%
500,21293,Pitzer College,Pitzer College,"1050 N. Mills Ave, Claremont, CA 91711",2020-2021,41.31%,28.64%,21.60%,6.57%,0.94%,0.94%,0.00%,0.00%,0.00%
501,21293,Pitzer College,Pitzer College,"1050 N. Mills Ave., Claremont, CA 91711",2017-2018,68.99%,18.99%,6.98%,4.26%,0.78%,0.00%,0.00%,0.00%,0.00%
502,21294,Lafayette College,Lafayette College,"730 High St, Easton, Pennsylvania, 18042, USA",2022-2023,0.00%,0.00%,0.00%,0.00%,12.07%,4.64%,0.13%,0.00%,0.00%
503,21294,Lafayette College,Lafayette College,"730 High St., Easton, PA 18042 U.S.A.",2021-2022,30.00%,26.00%,20.00%,13.00%,7.00%,3.00%,1.00%,0.00%,0.00%
504,21295,Mount Holyoke College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
505,21296,Union College,Union College,"807 Union Street, Schenectady, NY 12308",2023-2024,14.09%,18.78%,,,,,,,
506,21296,Union College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
507,21296,Union College,Rochester Institute of Technology,"One Lomb Memorial Dr, Rochester, New York, 14623, USA",2022-2023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
508,21297,Franklin and Marshall College,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
509,21297,Franklin and Marshall College,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
510,21315,Soka University of America,University of Rochester,"300 Wilson Boulevard, New York, 14627-0251",2023-2024,23.5%,39.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
511,21316,The University of the South,University of South Dakota,"414 E. Clark Street, Vermillion, SD, 57069, United States",2023-2024,9.69,30.13,21.49,13.07,1.19,10.74,2.55,1.13,
512,21316,The University of the South,Washington University in St. Louis,"MSC 1089-105-05, One Brookings Drive, St. Louis, MO 63130-4899",2022-2023,67%,24%,6%,3%,,,,,
513,21317,Skidmore College,Skidmore College,"815 North Broadway, Saratoga Springs, NY 12866",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
514,21317,Skidmore College,Skidmore College,"815 North Broadway, Saratoga Springs, NY 12866",2021-2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
515,21317,Skidmore College,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
516,21318,Whitman College,Whitman College,"345 Boyer Ave, Walla Walla, WA 99324",2021-2022,10.90%,41.30%,26.20%,10.90%,6.00%,4.40%,0.30%,0.00%,0.00%
517,21318,Whitman College,Davidson College,"209 Ridge Rd Box 5000, Davidson, North Carolina, 28035, United States",2023-2024,39.00,34.00,23.00,3.00,0.70,0.30,0.00,0.00,0.00
518,21319,Occidental College,Occidental College,"1600 Campus Road M-18, Los Angeles, CA 90041",2022-2023,68%,30%,2%,0%,0%,0%,0%,0%,0%
519,21319,Occidental College,Occidental College,"1600 Campus Road M-18, Los Angeles, CA 90041",2023-2024,7%,28%,18%,18%,5%,1%,,,
520,21319,Occidental College,Occidental College,"1600 Campus Road M-18, Los Angeles, CA 90041",2022-2023,68%,30%,2%,,,,,,
521,21319,Occidental College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
522,21320,Trinity College,Trinity College,"300 Summit St., Hartford, CT 06106",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
523,21320,Trinity College,Trinity College,"300 Summit St., Hartford, CT 06106",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
524,21320,Trinity College,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,27.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
525,21320,Trinity College,Trinity College,"300 Summit St., Hartford, CT 06106",2020-2021,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
526,21320,Trinity College,Northern Michigan University,"1401 Presque Isle Avenue, Marquette, Michigan, 49855, United States",2023-2024,7,0,0,0,0,0,0,0,0
527,21320,Trinity College,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
528,21320,Trinity College,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
529,21321,Bard College,Barnard College,"3009 Broadway, New York, New York, 10027, USA",2022-2023,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
530,21321,Bard College,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
531,21321,Bard College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
532,21322,Centre College,Centre College,"600 W. Walnut St., Danville, KY 40422 USA",2021-2022,52.00%,,,,,0.00%,0.00%,0.00%,
533,21324,Connecticut College,Connecticut College,"270 Mohegan Avenue, New London, CT 06320",2023-2024,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
534,21324,Connecticut College,Connecticut College,"270 Mohegan Avenue, New London, CT 06320",2022-2023,31.8%,27.4%,21.2%,12.0%,5.2%,2.4%,0.0%,0.0%,0.0%
535,21324,Connecticut College,University of Connecticut,"Storrs, CT 06269",2022-2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
536,21324,Connecticut College,Connecticut College,"270 Mohegan Avenue, New London, CT 06320",2021-2022,23.4%,23.9%,23.9%,12.9%,10.5%,4.6%,0.7%,0.0%,0.0%
537,21324,Connecticut College,The University of Texas Permian Basin,"4901 E University Blvd, Odessa, TX, 79762, USA",2023-2024,7.0%,9.5%,12.5%,7.8%,8.9%,5.5%,0.2%,0.0%,0.0%
538,21325,Denison University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
539,21334,Gettysburg College,Gettysburg College,"300 N. Washington Street, Gettysburg, PA 17325 USA",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
540,21334,Gettysburg College,Gettysburg College,"300 N. Washington St., Gettysburg, PA, 17325, USA",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
541,21334,Gettysburg College,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
542,21334,Gettysburg College,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
543,28877,Santa Monica College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
544,28877,Santa Monica College,Santa Monica College,"1900 Pico Blvd, Santa Monica, CA 90405",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
545,28877,Santa Monica College,Rowan University,"201 Mullica Hill Road, Glassboro, New Jersey, 08028, USA",2023-2024,19.32%,11.74%,20.14%,12.76%,14.06%,20.53%,1.45%,0.00%,0.00%
546,28877,Santa Monica College,Rowan University,"201 Mullica Hill Road, Glassboro, New Jersey, 08028, USA",2023-2024,19.32%,11.74%,20.14%,12.76%,14.06%,20.53%,1.45%,0.00%,0.00%
547,28892,Diablo Valley College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
548,28892,Diablo Valley College,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
549,28985,Riverside City College,"University of California, Riverside","900 University Avenue, Riverside, CA 92521",2023-2024,40.9%,,,,,,,,
550,29000,De Anza College,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
551,29000,De Anza College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
552,29350,College of San Mateo,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
553,29350,College of San Mateo,College of San Mateo,"1700 West Hillsdale Boulevard, San Mateo, CA 94402-3757",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
554,29388,Foothill College,Foothill College,"12345 El Monte Road, Los Altos Hills, CA 94022",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
555,29388,Foothill College,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,7.00,11.00,4.00,1.00,0.00,0.00,0.00
556,29388,Foothill College,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
557,29408,Irvine Valley College,Irvine Valley College,"5500 Irvine Center Drive, Irvine, CA 92618",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
558,29408,Irvine Valley College,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
559,29431,MiraCosta College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
560,29431,MiraCosta College,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
561,29470,Glendale Community College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
562,29483,Pasadena City College,California Institute of Technology,"1200 E. California Blvd., Pasadena, California, 91125, United States of America",2022-2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
563,29483,Pasadena City College,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
564,29681,Shoreline Community College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
565,29681,Shoreline Community College,Washington College,"300 Washington Ave, Chestertown, Maryland, 21620, United States",2023-2024,31.3%,21.3%,15.2%,11.7%,10.0%,7.8%,2.7%,,
566,30031,Citrus College,Citrus College,"1000 W. Foothill Blvd., Glendora, CA 91741",2023-2024,4%,10%,20%,30%,20%,10%,5%,1%,0%
567,30031,Citrus College,Citrus College,"1000 W Foothill Blvd, Glendora, CA 91741",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
568,30031,Citrus College,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
569,30031,Citrus College,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
570,30032,Saddleback College,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,21.0%,5.1%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%
571,30032,Saddleback College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
572,30032,Saddleback College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
573,30033,Green River College,"University of California, Riverside","900 University Avenue, Riverside, CA 92521",2023-2024,40.9%,,,,,,,,
574,30047,Clark College,Clark University,"950 Main Street, Worcester, Massachusetts, 01610-1477, United States",2023-2024,31%,24%,21%,13%,7%,4%,0%,0%,0%
575,30049,Edmonds College,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
576,30049,Edmonds College,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,10%,15%,20%,25%,20%,5%,3%,1%,1%
577,30051,Bellevue College,Bellevue College,"3000 Landerholm Circle SE, Bellevue, WA 98007-6484",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
578,30051,Bellevue College,Bellevue College,"Bellevue, WA",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
579,30052,Highline College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,-,-
580,30052,Highline College,Fashion Institute of Technology,"227 West 27th Street, New York, New York, 10001 - 5992, United States",2023-2024,13.7%,25.2%,21.2%,17.0%,11.4%,7.4%,3.8%,0.3%,0.0%
581,30052,Highline College,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
582,30058,Seattle Central College,Central College,"812 University Street, Pella, IA 50219",2021-2022,20.06%,30.09%,17.19%,15.47%,8.60%,8.02%,0.57%,,
583,30061,College of Marin,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
584,30061,College of Marin,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
585,30062,Fulton-Montgomery Community College,FMCC,Not Provided,2023-2024,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
586,30062,Fulton-Montgomery Community College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
587,30063,Monroe Community College,Monroe Community College,"Rochester, New York",2023-2024,67,24,9,0,0,0,0,0,0
588,30063,Monroe Community College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
589,30067,Piedmont Virginia Community College,Piedmont Virginia Community College,"501 College Dr, Charlottesville, VA 22902",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
590,30067,Piedmont Virginia Community College,Virginia Polytechnic Institute and State University,"800 Drillfield Drive, Blacksburg, Virginia, 24061, United States",2023-2024,72%,18%,9%,3%,2%,0.39%,0%,0%,0%
591,30067,Piedmont Virginia Community College,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
592,30067,Piedmont Virginia Community College,Piedmont Virginia Community College,"501 College Dr, Charlottesville, VA 22902",2023-2024,10%,15%,20%,25%,15%,10%,3%,1%,1%
593,30067,Piedmont Virginia Community College,Piedmont Virginia Community College,"501 College Dr, Charlottesville, VA 22902",2023-2024,10%,15%,20%,25%,15%,10%,3%,1%,1%
594,30068,Bergen Community College,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
595,30068,Bergen Community College,San José State University,"One Washington Square, San Jose, California, 95192, United States",2023-2024,18.5%,19.5%,21.3%,17.1%,12.7%,10.2%,0.6%,0.0%,0.0%
596,30068,Bergen Community College,San José State University,"One Washington Square, San Jose, California, 95192, United States",2023-2024,18.5%,19.5%,21.3%,17.1%,12.7%,10.2%,0.6%,0.0%,0.0%
597,30069,Ivy Tech Community College,Ivy Tech Community College of Indiana,"Indiana, USA",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
598,30069,Ivy Tech Community College,Ivy Tech Community College,"Indiana, USA",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
599,30069,Ivy Tech Community College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
600,30069,Ivy Tech Community College,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
601,30070,Elgin Community College,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
602,30070,Elgin Community College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
603,30071,Community College of Allegheny County,Community College of Allegheny County,"800 Ridge Road, Pittsburgh, PA 15212 USA",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
604,30071,Community College of Allegheny County,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,48.9%,40.9%,7.2%,2.3%,0.4%,0.4%,0.0%,0.0%,0.0%
605,30071,Community College of Allegheny County,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
606,30072,Cleveland State Community College,Unknown,Unknown,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
607,30072,Cleveland State Community College,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
608,30073,Columbus State Community College,Columbus State Community College,"550 East Spring St, Columbus, OH 43215",2023-2024,15%,25%,30%,20%,5%,3%,1%,0.5%,0.5%
609,30073,Columbus State Community College,Columbus State University,"4225 University Ave, Columbus, GA, 31907, USA",2022-2023,10%,20%,30%,15%,10%,10%,3%,1%,1%
610,30073,Columbus State Community College,Columbus State Community College,"550 E Spring St, Columbus, OH 43215",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
611,30073,Columbus State Community College,Columbus State Community College,"550 E Spring St, Columbus, OH 43215",2023-2024,15%,20%,25%,15%,10%,10%,3%,1%,1%
612,34268,Wright State University-Main Campus,Wright State University,"3640 Colonel Glenn Hwy., Dayton, OH 45435-0001, United States of America",2021-2022,19.50%,15.30%,14.13%,11.63%,12.52%,16.63%,9.84%,0.45%,0.00%
613,34268,Wright State University-Main Campus,University of Miami,"P.O. Box 248025, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
614,34270,Regent University,Regent University,"1000 Regent University Drive, Virginia Beach, Virginia, 23464, USA",2022-2023,25.00,24.00,16.00,9.00,8.00,9.00,5.00,4.00,
615,34270,Regent University,Unknown College,Unknown Address,2022-2023,25.00,24.00,16.00,9.00,8.00,9.00,5.00,4.00,0.00
616,34270,Regent University,Regent University,"1000 Regent University Drive, Virginia Beach, Virginia, 23464, USA",2022-2023,0%,0%,0%,0%,0%,0%,0%,0%,0%
617,34270,Regent University,Unknown University,Unknown Address,2022-2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
618,34270,Regent University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
619,34270,Regent University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
620,34272,The University of Montana,The University of Montana - Missoula,"32 Campus Drive, Missoula, MT 59812-0002, USA",2023-2024,8,22,19,13,12,13,7,1,0
621,34272,The University of Montana,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.0%,10.0%,20.0%,20.0%,20.0%,20.0%,10.0%,0.0%,0.0%
622,34274,Wayne State University,Wayne State University,"42 W. Warren Ave., Detroit, MI 48202",2021-2022,16.36%,20.33%,15.08%,14.95%,11.92%,16.49%,4.87%,,
623,34274,Wayne State University,Wayne State University,"42 W. Warren Ave., Detroit, MI. 48202",2020-2021,12.87%,19.34%,18.49%,14.99%,13.45%,16.74%,4.04%,0.07%,
