,postid,Name,ExtractName,Address,Year,GPA400,GPA375,GPA350,GPA325,GPA300,GPA250,GPA200,GPA100,GPA000
465,57730,Chatham University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,0.00,0.00
466,57731,Bellarmine University,Bellarmine University,"2001 Newburg Road, Louisville, KY 40205 USA",2022-2023,10.4%,37.2%,22.0%,10.4%,8.8%,10.1%,1.1%,0%,0%
467,57731,Bellarmine University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
468,57732,Loyola University New Orleans,Loyola University New Orleans,"6363 St. Charles Avenue, Box 89, New Orleans, LA 70118-6195",2021-2022,18%,17%,19%,16%,16%,12%,1%,0%,0%
469,57733,Bethel University,Bates College,"2 Andrews Road, Lewiston, Maine, 04240, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
470,57733,Bethel University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
471,57734,Wilkes University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
472,57734,Wilkes University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
473,57735,Husson University,Husson University,"Bangor, ME 04401, USA",2022-2023,N/A,N/A,N/A,16.00,14.00,12.00,3.00,1.00,0.00
474,57735,Husson University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
475,57735,Husson University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
476,57983,Towson University,Towson University,"8000 York Road, Towson, MD 21252",2022-2023,37%,18%,19%,16%,10%,0%,0%,0%,0%
477,57983,Towson University,Towson University,"8000 York Road, Towson, MD 21252",2020-2021,27%,21%,22%,18%,11%,2%,0%,0%,0%
478,57983,Towson University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
479,57983,Towson University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
480,57983,Towson University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,27.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
481,57984,Regis University,Regis University,"3333 Regis Blvd., Denver, CO, 80221, USA",2022-2023,27,18,17,17,11,9,1,0,0
482,57984,Regis University,Regis University,"3333 Regis Blvd., A-12, Denver, CO 80221-1099",2021-2022,10%,20%,30%,15%,10%,10%,3%,1%,1%
483,57984,Regis University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
484,57984,Regis University,Regis University,"3333 Regis Blvd., Denver, CO 80221-1099",2020-2021,27.53%,21.05%,15.23%,14.70%,12.27%,7.87%,1.35%,0.00%,0.00%
485,57984,Regis University,Regis University,"3333 Regis Blvd., Denver, CO 80221-1099",2020-2021,27.53%,21.05%,15.23%,14.70%,12.27%,7.87%,1.35%,0.00%,0.00%
486,57985,University of St. Francis,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
487,57985,University of St. Francis,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
488,57985,University of St. Francis,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
489,57986,Western New England University,Western New England University,"1215 Wilbraham Road, Springfield, MA, 01119",2023-2024,36.43%,10.69%,12.66%,12.10%,11.11%,11.95%,4.92%,0.14%,0.00%
490,57986,Western New England University,Western New England University,"1215 Wilbraham Road, Springfield, MA 01119",2021-2022,31.30%,12.90%,11.50%,13.20%,12.30%,15.00%,3.70%,0.10%,0.00%
491,57986,Western New England University,Western New England University,"1215 Wilbraham Road, Springfield, MA 01119",2015-2016,32.10%,11.20%,14.20%,11.70%,18.60%,11.80%,0.40%,,
492,58325,Sacred Heart University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
493,58325,Sacred Heart University,Aurora University,"347 S Gladstone Avenue, Aurora, Illinois, 60506, United States",2023-2024,18.7%,17.4%,18.7%,16.7%,14.6%,12.9%,0.7%,0.0%,0.2%
494,58325,Sacred Heart University,Aurora University,"347 S Gladstone Avenue, Aurora, Illinois, 60506, United States",2023-2024,18.7%,17.4%,18.7%,16.7%,14.6%,12.9%,0.7%,0.0%,0.2%
495,58326,Clarke University,Clark University,"950 Main Street, Worcester, Massachusetts, 01610-1477, United States",2023-2024,31%,24%,21%,13%,7%,4%,0%,0%,0%
496,58326,Clarke University,Clark University,"950 Main Street, Worcester, MA 01610-1477",2021-2022,34%,26%,14%,11%,9%,6%,1%,0%,0%
497,58327,Gannon University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
498,58327,Gannon University,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
499,58328,Hampton University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
500,58329,Grand Valley State University,Washington College,"300 Washington Ave, Chestertown, Maryland, 21620, United States",2023-2024,31.3%,21.3%,15.2%,11.7%,10.0%,7.8%,2.7%,,
501,59085,St. Catherine University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
502,59085,St. Catherine University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,21.4%,5.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%
503,59085,St. Catherine University,College of the Atlantic,"105 Eden St, Bar Harbor, ME 04609 USA",2022-2023,25,32,25,11,7,0,0,0,0
504,59086,CUNY--City College,City College of New York,"160 Convent Avenue, New York, NY 10031, United States",2022-2023,0.22%,9.19%,22.37%,35.70%,25.60%,6.88%,0.04%,,
505,59086,CUNY--City College,The City College of New York of the City University of New York,"160 Convent Avenue, New York, NY, 10031, United States",2020-2021,10.60%,15.20%,18.50%,18.90%,19.30%,14.70%,2.80%,0.00%,0.00%
506,59087,Russell Sage College,Bates College,"2 Andrews Road, Lewiston, Maine, 04240, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
507,59088,Harding University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
508,59088,Harding University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
509,59088,Harding University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
510,59089,University of Findlay,University of Example,"123 College Ave, Townsville",2023-2024,15%,20%,25%,20%,10%,5%,3%,1%,1%
511,59089,University of Findlay,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,-,-
512,59092,George Fox University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
513,59092,George Fox University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
514,59093,Baker University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
515,59093,Baker University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
516,59093,Baker University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
517,59094,College of St. Scholastica,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
518,59094,College of St. Scholastica,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
519,59094,College of St. Scholastica,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
520,59095,D'Youville University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
521,59095,D'Youville University,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,10%,15%,20%,25%,20%,10%,0%,0%,0%
522,59095,D'Youville University,DeSales University,"2755 Station Avenue, Center Valley, PA 18034",2022-2023,23.46%,32.30%,15.50%,10.54%,11.92%,5.76%,0.79%,0.00%,0.00%
523,59095,D'Youville University,Yale University,"New Haven, CT 06520",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
524,59096,Lincoln Memorial University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
525,59096,Lincoln Memorial University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
526,59096,Lincoln Memorial University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
527,59197,Daemen University,Daemen University,"4380 Main St., New York, 14226",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
528,59197,Daemen University,Daemen University,"4380 Main St. Amherst, NY 14226-3592",2023-2024,4%,38%,33%,10%,4%,7%,3%,1%,0%
529,59197,Daemen University,Daemen University,"4380 Main St., Amherst, NY 14226-3592",2023-2024,4,38,33,10,4,7,3,1,0
530,59197,Daemen University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,0.00,0.00
531,59197,Daemen University,Daemen University,"4380 Main St, Amherst, NY 14226",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
532,59197,Daemen University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
533,59198,Keiser University,Keiser University,"1900 W. Commercial Boulevard, Suite 180, Ft. Lauderdale, Florida 33309",2022-2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
534,59198,Keiser University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
535,59198,Keiser University,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
536,59199,Campbell University,University of Miami,"P.O. Box 248025, Coral Gables, Florida, 33124",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
537,59199,Campbell University,Rowan University,"201 Mullica Hill Road, Glassboro, New Jersey, 08028, USA",2023-2024,19.32%,11.74%,20.14%,12.76%,14.06%,20.53%,1.45%,0.00%,0.00%
538,59961,University of the Incarnate Word,University of the Incarnate Word,"4301 Broadway, San Antonio, TX 78209, USA",2021-2022,12%,22%,25%,19%,13%,8%,1%,0%,0%
539,59961,University of the Incarnate Word,University of the Incarnate Word,"4301 Broadway CPO 76, San Antonio, TX 78209, USA",2020-2021,0%,0%,18%,10%,5%,2%,0%,0%,0%
540,59961,University of the Incarnate Word,Washington College,"300 Washington Ave, Chestertown, Maryland, 21620, United States",2023-2024,31.3%,21.3%,15.2%,11.7%,10.0%,7.8%,2.7%,,
541,59961,University of the Incarnate Word,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
542,59962,Mary Baldwin University,Baldwin Wallace University,"275 Eastland Road, Berea, Ohio 44017",2023-2024,37.2%,23.1%,18.8%,10.5%,4.2%,5.9%,0.3%,0%,0%
543,59962,Mary Baldwin University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
544,59963,University of North Florida,University of Florida - Main Campus,"Gainesville, FL 32611",2022-2023,59.00%,37.00%,4.00%,,,,,,
545,59964,William Carey University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
546,59964,William Carey University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
547,59964,William Carey University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
548,59964,William Carey University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
549,59965,Concordia University Wisconsin,CUAA,Not Provided,2023-2024,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
550,59965,Concordia University Wisconsin,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
551,59965,Concordia University Wisconsin,Concordia University Wisconsin,"12800 N Lake Shore Dr, Mequon, WI 53097, United States",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
552,59965,Concordia University Wisconsin,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
553,59965,Concordia University Wisconsin,University of New Hampshire,"3 Garrison Avenue, Durham, New Hampshire, 03824, United States",2023-2024,8,8,8,8,8,8,8,8,8
554,59965,Concordia University Wisconsin,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
555,59966,Arkansas State University,Arkansas State University,"P.O. Box 600, State University / AR / 72467 / USA",2022-2023,23.15%,21.57%,18.33%,13.88%,11.76%,8.07%,2.34%,0.38%,0.52%
556,59966,Arkansas State University,Arkansas State University,P.O. Box 600/State University/AR/72467/USA,2021-2022,27.52%,23.29%,18.37%,12.37%,9.15%,6.53%,1.84%,0.07%,0.00%
557,59966,Arkansas State University,Arkansas State University,"P.O. Box 600, State University, AR, 72467, USA",2020-2021,24.10%,24.20%,16.70%,12.80%,10.40%,9.10%,1.70%,0.20%,0.80%
558,59966,Arkansas State University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
559,59966,Arkansas State University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
560,59967,University of Central Arkansas,University of Arkansas,"Fayetteville, AR 72701, USA",2020-2021,29.33%,,,,,,,,
561,59968,University of Colorado--Colorado Springs,Colorado College,"14 E. Cache La Poudre St., Colorado Springs, Colorado, 80903, USA",2023-2024,14,36,23,21,6,,,,
562,59968,University of Colorado--Colorado Springs,University of Colorado Boulder,"552 UCB, Boulder, CO 80309-0552",2023-2024,41%,1%,19%,11%,59%,3%,0%,0%,0%
563,59969,University of Bridgeport,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
564,59969,University of Bridgeport,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
565,59969,University of Bridgeport,University of Connecticut,"Storrs, CT 06269",2020-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,59969,University of Bridgeport,University of Connecticut,"Storrs, CT 06269",2020-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,59970,Delaware State University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
568,60134,Palm Beach Atlantic University,Unknown University,Unknown Address,2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
569,60134,Palm Beach Atlantic University,Palm Beach Atlantic University,"901 S. Flagler Drive, West Palm Beach, FL 33401 USA",2018-2019,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
570,60134,Palm Beach Atlantic University,Florida Atlantic University,"777 Glades Road, Boca Raton, Florida, 33431-6424, United States",2023-2024,13.7%,42.9%,82.0%,18.0%,2.2%,0%,0%,0%,0%
571,60135,University of Hawaii--Hilo,University of Hawai‘i at Manoa,"2500 Campus Road, Honolulu, HI 96822, USA",2023-2024,26.1%,,,,10.4%,,,,
572,60135,University of Hawaii--Hilo,University of Hawai‘i at Manoa,"2500 Campus Road, Honolulu, HI 96822, USA",2023-2024,26%,35%,16%,11%,9%,3%,0%,0%,0%
573,60136,Aurora University,Aurora University,"347 S Gladstone Avenue, Aurora, Illinois, 60506, United States",2023-2024,18.7%,17.4%,18.7%,16.7%,14.6%,12.9%,0.7%,0.0%,0.2%
574,60136,Aurora University,Aurora University,"347 S Gladstone, Aurora, IL 60506",2022-2023,18.91%,17.55%,20.88%,18.30%,11.35%,10.89%,2.12%,0.00%,0.00%
575,60136,Aurora University,Aurora University,"347 S Gladstone, Aurora, IL 60506",2020-2021,13.34%,16.73%,19.37%,17.86%,14.97%,14.84%,2.39%,0.50%,0.00%
576,60137,Roosevelt University,Aurora University,"347 S Gladstone Avenue, Aurora, Illinois, 60506, United States",2023-2024,18.7%,17.4%,18.7%,16.7%,14.6%,12.9%,0.7%,0.0%,0.2%
577,60137,Roosevelt University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,17.6%,7.6%,1.6%,0.6%,0.0%,0.0%,0.0%,0.0%
578,60138,Southern Illinois University--Edwardsville,Pitzer College,"1050 N. Mills Avenue, Claremont, California, 91711, United States",2023-2024,45.5%,33.7%,17.5%,2.0%,0.4%,0.8%,0.0%,0.0%,0.0%
579,60138,Southern Illinois University--Edwardsville,"University of California, Riverside","900 University Avenue, Riverside, CA 92521",2023-2024,40.9%,,,,,,,,
580,60139,Washburn University,Washburn University,"1700 SW College Ave, Topeka, KS 66621, United States",2021-2022,17.86%,19.08%,16.03%,16.03%,16.03%,16.03%,16.03%,16.03%,16.03%
581,60139,Washburn University,Washburn University,"1700 SW College Ave, Topeka, Kansas, 66621, United States",2023-2024,18.6%,17.3%,15.5%,,,,11.4%,,0.0%
582,60139,Washburn University,Washburn University,"Topeka, Kansas, USA",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
583,60139,Washburn University,Washburn University,"1700 SW College Ave, Topeka, KS 66621, United States",2021-2022,21.99%,18.35%,15.03%,12.82%,11.08%,11.55%,6.96%,2.22%,0.00%
584,60139,Washburn University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
585,60139,Washburn University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
586,60139,Washburn University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
587,60140,Northern Kentucky University,Northern Michigan University,"1401 Presque Isle Avenue, Marquette, Michigan, 49855, United States",2023-2024,7,0,0,0,0,0,0,0,0
588,60141,Western Kentucky University,Western Kentucky University,"1906 College Heights Blvd, Bowling Green, KY 42101 USA",2022-2023,10.29,28.28,19.41,15.78,10.98,12.25,2.94,0.04,0.04
589,60327,Ferris State University,Ferris State University,"1201 S. State Street, Big Rapids, Michigan, 49307, United States",2023-2024,10.44,19.29,16.87,15.56,12.77,19.01,5.50,0.56,0.00
590,60327,Ferris State University,Ferris State University,"1201 S. State Street, Big Rapids, Michigan, Mecosta, 49307, USA",2022-2023,S,S,S,S,S,S,S,S,S
591,60327,Ferris State University,Ferris State University,"1201 S. State Street, Big Rapids, MI 49307, United States",2021-2022,8.70%,17.70%,17.20%,15.70%,13.00%,20.30%,7.10%,0.30%,0.00%
592,60327,Ferris State University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
593,60327,Ferris State University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
594,60328,University of Michigan--Flint,University of Michigan,"500 S. State Street, Ann Arbor, MI 48109 USA",2023-2024,30%,30%,20%,10%,5%,3%,1%,0.5%,0.5%
595,60328,University of Michigan--Flint,Northern Michigan University,"1401 Presque Isle Avenue, Marquette, Michigan, 49855, United States",2023-2024,7,0,0,0,0,0,0,0,0
596,60329,Metropolitan State University,Metropolitan State University of Denver,"P.O Box 173362, Campus Box 16, Denver, CO 80217",2021-2022,1.90%,5.50%,9.00%,11.90%,13.50%,27.00%,14.40%,2.70%,14.10%
597,60329,Metropolitan State University,Unknown,Unknown,2021-2022,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.70%,14.10%,Unknown
598,60329,Metropolitan State University,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
599,60330,Mississippi College,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.0%,10.0%,20.0%,20.0%,20.0%,20.0%,10.0%,0.0%,0.0%
600,60330,Mississippi College,University of Southern Mississippi,"118 College Drive, Hattiesburg, Mississippi, 39406, USA",2023-2024,4.34%,4.21%,5.78%,4.80%,2.20%,4.39%,7.80%,0%,0%
601,60332,William Woods University,William Woods University,"One University Avenue, Fulton, MO 65251",2023-2024,15%,20%,25%,20%,10%,5%,3%,1%,1%
602,60332,William Woods University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
603,60332,William Woods University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
604,60332,William Woods University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
605,60332,William Woods University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
606,60333,Wingate University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
607,60333,Wingate University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,0.00,0.00
608,60333,Wingate University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
609,60333,Wingate University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
610,60334,University of Tennessee--Chattanooga,The University of Tennessee at Chattanooga,"1615 McCallie Ave, Chattanooga, TN 37403",2023-2024,20.96%,23.80%,19.65%,15.98%,10.65%,8.07%,0.89%,0.00%,0.00%
611,60334,University of Tennessee--Chattanooga,The University of Tennessee at Chattanooga,"615 McCallie Ave, Chattanooga, TN 37403",2021-2022,0.00%,9.18%,20.51%,20.51%,20.51%,20.51%,8.26%,0.11%,0.00%
612,60334,University of Tennessee--Chattanooga,Unknown College or University,Unknown Address,2022-2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
613,60334,University of Tennessee--Chattanooga,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
614,60334,University of Tennessee--Chattanooga,University of New Hampshire,"3 Garrison Avenue, Durham, New Hampshire, 03824, United States",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
615,60335,University of Texas--Tyler,The University of Texas at Tyler,"3900 University Blvd, Tyler, Texas, 75799, United States",2023-2024,3.00,29.00,22.00,21.00,13.00,11.00,1.00,0.00,0.00
616,61028,Touro College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
617,61028,Touro College,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
618,61029,University of Mary,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
619,61029,University of Mary,Mount Mary University,"2900 Menomonee River Parkway, Milwaukee, Wisconsin 53222",2023-2024,3.00%,13.00%,14.00%,14.00%,16.00%,29.00%,7.00%,3.00%,1.00%
620,61030,Carson-Newman University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
621,61030,Carson-Newman University,Carson-Newman University,"Jefferson City, Tennessee, USA",2023-2024,15%,25%,30%,20%,5%,3%,1%,0.5%,0.5%
622,61031,Our Lady of the Lake University,University of Pikeville,"147 Sycamore St, Pikeville, KY 41501",2023-2024,19,27,15,9,9,12,6,3,0
623,61031,Our Lady of the Lake University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
624,61031,Our Lady of the Lake University,Our Lady of the Lake University,"411 SW 24th St, San Antonio, TX 78207, USA",2023-2024,15%,20%,25%,15%,10%,10%,3%,1%,1%
625,61032,Stephen F. Austin State University,Stephen F. Austin State University,"P.O. Box 13051, SFA Station, Nacogdoches, Texas 75962",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
